Filter Set,Message Name,Message Subject,Matched,Refunded,Refunded %,Emails Sent,Emails Opened,Emails Opened %,Emails Clicked,Emails Clicked %,Emails Marked Spam %,Emails Bounced %,Emails Unsubscribed %,Revenue,Revenue from Emails,Emails Cost,Profit from Emails
17977-00004324-Mulesoft,17977-00004324-Mulesoft-Phone Confirmation-30295-0310_03A-4005,Learn How An API-led Connectivity Can Rapidly Improve Your Customer Experience With MuleSoft,90,0,0,"11,397",215,1.89,237,110.23,0,0.95,0,"3,780.00","1,680.00",7.86,"1,672.14"
17977-00004386-Mulesoft,17977-00004386-Mulesoft-Phone Confirmation-30318-0225_05A-3839,Discover The Enormous Impact That API Connections Have On The Quality And Cost Of Patient Care,60,0,0,"8,901",242,2.72,57,23.55,0,5.68,0.01,"2,520.00","1,176.00",6.14,"1,169.86"
17977-00004386-Mulesoft,17977-00004386-Mulesoft-Phone Confirmation-30320-0226_09A-3864,Educate Yourself On The Best Deployment Of Your Microservices With MuleSoft's Anypoint Platform,60,0,0,"10,678",198,1.85,26,13.13,0,4.05,0,"2,520.00","1,176.00",7.37,"1,168.63"
17977-00004386-Mulesoft,17977-00004386-Mulesoft-Phone Confirmation-30318-0228_09A-3896,Discover The Enormous Impact That API Connections Have On The Quality And Cost Of Patient Care,60,0,0,"6,672",105,1.57,56,53.33,0,5.13,0,"2,520.00","1,176.00",4.6,"1,171.40"
17977-00004386-Mulesoft,17977-00004386-Mulesoft-Phone Confirmation-30318-0304_09A-3927,Discover The Enormous Impact That API Connections Have On The Quality And Cost Of Patient Care,60,0,0,"11,363",140,1.23,9,6.43,0,2.22,0.03,"2,520.00","1,176.00",7.84,"1,168.16"
17977-00004386-Mulesoft,17977-00004386-Mulesoft-Phone Confirmation-30320-0306_06A-3955,Educate Yourself On The Best Deployment Of Your Microservices With MuleSoft's Anypoint Platform,60,0,0,"8,909",259,2.91,244,94.21,0,2.66,0,"2,520.00","1,176.00",6.15,"1,169.85"
17977-00004386-Mulesoft,17977-00004386-Mulesoft-Phone Confirmation-30318-0308_02A-3980,Discover The Enormous Impact That API Connections Have On The Quality And Cost Of Patient Care,60,0,0,"6,819",302,4.43,254,84.11,0,1.82,0,"2,520.00","1,176.00",4.71,"1,171.29"
17977-00004386-Mulesoft,17977-00004386-Mulesoft-Phone Confirmation-30320-0310_01A-3991,Educate Yourself On The Best Deployment Of Your Microservices With MuleSoft's Anypoint Platform,60,0,0,"14,294",257,1.8,186,72.37,0,0.17,0,"2,520.00","1,176.00",9.86,"1,166.14"
17977-00004386-Mulesoft,17977-00004386-Mulesoft-Phone Confirmation-30318-0312_01A-4009,Discover The Enormous Impact That API Connections Have On The Quality And Cost Of Patient Care,60,0,0,"18,454",288,1.56,180,62.5,0,0.12,0,"2,520.00","1,176.00",12.73,"1,163.27"
17977-00004386-Mulesoft,17977-00004386-Mulesoft-Phone Confirmation-30320-0314_01A-4037,Educate Yourself On The Best Deployment Of Your Microservices With MuleSoft's Anypoint Platform,60,0,0,"14,515",78,0.54,43,55.13,0,0.02,0,"2,520.00","1,176.00",10.02,"1,165.98"
17980-00004328-Mulesoft,17980-00004328-Mulesoft-Phone Confirmation-30959-0403_13A-4225,Learn How Your Company Can Embrace A Digital Transformation With MuleSoft,4,0,0,"22,727",269,1.18,118,43.87,0,2.37,0,128,64,15.68,48.32
17980-00004328-Mulesoft,17980-00004328-Mulesoft-Phone Confirmation-30958-0406_06A-4244,"Discover MuleSoft?s 7 Ways API?s, Microservices, and DevOps Can Transform Your Business",4,0,0,"20,095",671,3.34,100,14.9,0,0.45,0,128,64,13.87,50.13
17980-00004328-Mulesoft,17980-00004328-Mulesoft-Phone Confirmation-30960-0408_05A-4256,Discover How To Create Compelling Customer Experiences With MuleSoft,4,0,0,"7,341",210,2.86,31,14.76,0,0.48,0,128,64,5.07,58.93
17980-00004332-Mulesoft,17980-00004332-Mulesoft-Phone Confirmation-30968-0403_14A-4226,"Discover How APIs Becoming Crucial To Bank Integration, Functionality, and Innovation From MuleSoft",1,0,0,"9,423",112,1.19,19,16.96,0,1.29,0,40,40,6.5,33.5
17980-00004332-Mulesoft,17980-00004332-Mulesoft-Phone Confirmation-30966-0406_07A-4245,Learn How To Efficiently Modernize Your Legacy System With MuleSoft,1,0,0,"7,922",169,2.13,39,23.08,0,0.56,0,40,40,5.47,34.53
17980-00004332-Mulesoft,17980-00004332-Mulesoft-Phone Confirmation-30967-0408_06A-4260,Learn How MuleSoft Can Help Transform Your Business For The Better,1,0,0,"13,145",113,0.86,20,17.7,0,0.81,0,40,40,9.07,30.93
17980-00004342-Mulesoft,17980-00004342-Mulesoft-Phone Confirmation-30972-0403_15A-4227,Learn How Modernization Will Help Government Deliver Better Services To The American Public With MuleSoft,9,0,0,"4,946",77,1.56,50,64.94,0,1.13,0,378,252,3.41,248.59
17980-00004342-Mulesoft,17980-00004342-Mulesoft-Phone Confirmation-30974-0406_08A-4246,Discover The Importance of API-led Connectivity And How MuleSoft Can Help You Make The Switch,9,0,0,"1,029",60,5.83,8,13.33,0,0.39,0,378,252,0.71,251.29
17980-00004342-Mulesoft,17980-00004342-Mulesoft-Phone Confirmation-30973-0408_07A-4259,Discover Why Government Must Change Its IT Operating Model With MuleSoft,9,0,0,"5,572",54,0.97,17,31.48,0,1.33,0,378,252,3.84,248.16
17980-00004346-Mulesoft,17980-00004346-Mulesoft-Phone Confirmation-30979-0403_16A-4228,Read About The Powerful Effects of MuleSoft's Anypoint Platform Through Project Nightingale,19,0,0,"5,886",104,1.77,37,35.58,0,4.23,0,798,294,4.06,289.94
17980-00004346-Mulesoft,17980-00004346-Mulesoft-Phone Confirmation-30978-0406_09A-4247,Learn How An API-led Connectivity Can Rapidly Improve Your Customer Experience With MuleSoft,19,0,0,"4,688",184,3.92,96,52.17,0,0.3,0,798,294,3.23,290.77
17980-00004346-Mulesoft,17980-00004346-Mulesoft-Phone Confirmation-30980-0408_08A-4262,Read About The Powerful Effects of MuleSoft's Anypoint Platform Through Project Nightingale,19,0,0,"8,422",0,0,151,0,0,0.37,0,798,294,5.81,288.19
17980-00004390-Mulesoft,17980-00004390-Mulesoft-Phone Confirmation-30985-0403_17A-4229,Educate Yourself On The Best Deployment Of Your Microservices With MuleSoft's Anypoint Platform,25,0,0,"12,497",193,1.54,343,177.72,0,1.19,0,"1,050.00",588,8.62,579.38
17980-00004390-Mulesoft,17980-00004390-Mulesoft-Phone Confirmation-30984-0406_10A-4248,Discover The Enormous Impact That API Connections Have On The Quality And Cost Of Patient Care,25,0,0,"3,878",298,7.68,116,38.93,0,0.15,0,"1,050.00",588,2.68,585.32
17980-00004390-Mulesoft,17980-00004390-Mulesoft-Phone Confirmation-30985-0408_09A-4261,Educate Yourself On The Best Deployment Of Your Microservices With MuleSoft's Anypoint Platform,25,0,0,"14,990",152,1.01,106,69.74,0,0.14,0,"1,050.00",588,10.34,577.66
18000-00004372-Applause,"18000-00004372-Applause-Phone Confirmation-29970-0208_04A-3685,3683",Learn The Best Practices For Agile Testing With Applause,173,3,1.73,"18,539","1,384",7.47,927,66.98,0,5.54,0.05,"10,034.00",290,12.79,277.21
18000-00004372-Applause,"18000-00004372-Applause-Phone Confirmation-29976-0212_03A-3707,3708",Discover How QA Is Evolving And How You Can Change With It Thanks To Applause,173,3,1.73,"16,886",584,3.46,221,37.84,0,1.29,0.01,"10,034.00",290,11.65,278.35
18000-00004372-Applause,"18000-00004372-Applause-Phone Confirmation-29976-0215_02A-3764,3757",Discover How QA Is Evolving And How You Can Change With It Thanks To Applause,173,3,1.73,"25,474",653,2.56,344,52.68,0,4.07,0.04,"10,034.00",290,17.58,272.42
18000-00004372-Applause,"18000-00004372-Applause-Phone Confirmation-29976-0217_05A-3786,3783",Discover How QA Is Evolving And How You Can Change With It Thanks To Applause,173,3,1.73,"10,633",176,1.66,26,14.77,0,10.07,0.15,"10,034.00",290,7.34,282.66
18000-00004372-Applause,18000-00004372-Applause-Phone Confirmation-29970-0219_01A-3795,Learn The Best Practices For Agile Testing With Applause,173,3,1.73,"11,273",154,1.37,47,30.52,0,6.5,0.03,"10,034.00",290,7.78,282.22
18000-00004372-Applause,18000-00004372-Applause-Phone Confirmation-29977-0220_10A-3810,Learn How Users? Feedback Can Boost Your Bottom Line With Applause,173,3,1.73,"12,301",65,0.53,8,12.31,0,5.86,0.01,"10,034.00",290,8.49,281.51
18003-00004373-Citrix Systems,18003-00004373-Citrix Systems-Phone Confirmation-29890-0207_05A-3674,Stop Wasting Time Fishing Around For Your SaaS & Web Apps! Gain Access To Everything You Need With Citrix Workspace,261,0,0,"5,744",454,7.9,253,55.73,0,12.05,0,"9,657.00","6,031.00",3.96,"6,027.04"
18003-00004373-Citrix Systems,"18003-00004373-Citrix Systems-Phone Confirmation-29888-0211_08A-3705,3706",You Need To Rethink & Modernize Your Workspace Today By Integrating A Fully Integrated Digital Space With Citrix,261,0,0,"16,363","1,692",10.34,683,40.37,0,5.44,0,"9,657.00","6,031.00",11.29,"6,019.71"
18003-00004373-Citrix Systems,18003-00004373-Citrix Systems-Phone Confirmation-29889-0213A-3735,Don't Risk Your User's Experience With Poor Access Control Management! Bolster Your Security Now With Citrix,261,0,0,"38,145","4,197",11,"2,738",65.24,0,4.26,0.01,"9,657.00","6,031.00",26.32,"6,004.68"
18003-00004373-Citrix Systems,18003-00004373-Citrix Systems-Phone Confirmation-29889-0214A-3748,Don\'t Risk Your User\'s Experience With Poor Access Control Management! Bolster Your Security Now With Citrix,261,0,0,"188,464","4,395",2.33,"1,000",22.75,0,7.5,0.01,"9,657.00","6,031.00",130.04,"5,900.96"
18003-00004373-Citrix Systems,18003-00004373-Citrix Systems-Phone Confirmation-29889-0215_08A-3781,Don't Risk Your User's Experience With Poor Access Control Management! Bolster Your Security Now With Citrix,261,0,0,"5,380",113,2.1,18,15.93,0,5.19,0,"9,657.00","6,031.00",3.71,"6,027.29"
18003-00004373-Citrix Systems,18003-00004373-Citrix-Phone Confirmation-29888-0219_05A-3799,Don't Risk Your User's Experience With Poor Access Control Management! Bolster Your Security Now With Citrix,261,0,0,"57,141","1,340",2.35,176,13.13,0,5.02,0.02,"9,657.00","6,031.00",39.43,"5,991.57"
18019-00004397-IBM,18019-00004397-IBM-Phone Confirmation-30821-0321_12A-4120,Learn More About the Role of Microservices in Digital Transformation,350,0,0,"49,291","1,399",2.84,271,19.37,0,0.85,0,"9,982.00","3,422.40",34.01,"3,388.39"
18019-00004397-IBM,18019-00004397-IBM-Phone Confirmation-30826-0324_01A-4144,"Whether you?re an API provider or an API consumer, you need to make smart business and IT decisions",350,0,0,"4,717",114,2.42,50,43.86,0,1.04,0,"9,982.00","3,422.40",3.25,"3,419.15"
18019-00004397-IBM,18019-00004397-IBM-Phone Confirmation-30821-0325_09A-4161,Learn More About the Role of Microservices in Digital Transformation,350,0,0,"66,534","1,673",2.51,"1,771",105.86,0,0.13,0.02,"9,982.00","3,422.40",45.91,"3,376.49"
18026-00004408-Tealium Inc,"18026-00004408-Tealium-Phone Confirmation-29934-0208_02A-3682,3695",Learn How Your Consumers Expect Their Data To Be Used With Tealium,250,0,0,"71,558","4,583",6.4,"3,781",82.5,0,3.89,0,"6,000.00","2,592.00",49.38,"2,542.62"
18026-00004408-Tealium Inc,18026-00004408-Tealium-Phone Confirmation-29934-0213_03A-3736,Learn How GDPR Affects You & How Your Consumers Expect Their Data To Be Used With Tealium,250,0,0,"139,026","4,433",3.19,"1,808",40.79,0,6.93,0,"6,000.00","2,592.00",95.93,"2,496.07"
18026-00004408-Tealium Inc,"18026-00004408-Tealium-Phone Confirmation-29934-0215_05A-3778,3774",Learn How The New Data Regulations Affect You & How Your Consumers Expect Their Data To Be Used With Tealium,250,0,0,"151,077","4,056",2.68,810,19.97,0,21.7,0.02,"6,000.00","2,592.00",104.24,"2,487.76"
18026-00004408-Tealium Inc,18026-00004408-Tealium-Phone Confirmation-29940-0220_02A-3802,Discover How to Save Time and Money While Improving Site Performance With Tealium IQ,250,0,0,"119,522","1,381",1.16,294,21.29,0,19.8,0,"6,000.00","2,592.00",82.47,"2,509.53"
18026-00004408-Tealium Inc,18026-00004408-Tealium-Phone Confirmation-29935-0222_02A-3816,Explore The Benefits Of A Customer Data Platform & Why You Need One With Tealium,250,0,0,"120,315","1,832",1.52,501,27.35,0,20.04,0,"6,000.00","2,592.00",83.02,"2,508.98"
18026-00004408-Tealium Inc,18026-00004408-Tealium-Phone Confirmation-29950-0226_05A-3854,"Learn How To Capture, Correlate and Manage Customer Data in Real Time To Create Unified Customer Experiences",250,0,0,"99,163","1,769",1.78,594,33.58,0,10.54,0,"6,000.00","2,592.00",68.42,"2,523.58"
18026-00004408-Tealium Inc,18026-00004408-Tealium-Phone Confirmation-29934-0227_21A-3891,Learn How The New Data Regulations Affect You & How Your Consumers Expect Their Data To Be Used With Tealium,250,0,0,"30,825",784,2.54,187,23.85,0,8.09,0,"6,000.00","2,592.00",21.27,"2,570.73"
18026-00004408-Tealium Inc,18026-00004408-Tealium-Phone Confirmation-29957-29957A-3918,Discover The Key Tactics You Should Apply When Choosing A Customer Data Platform with Tealium,250,0,0,"143,933","2,627",1.83,415,15.8,0,6.02,0,"6,000.00","2,592.00",99.31,"2,492.69"
18026-00004409-Tealium Inc,"18026-00004409-Tealium-Phone Confirmation-29933-0208_01A-3681,3679",Learn How Your Consumers Expect Their Data To Be Used With Tealium,207,0,0,"2,547",278,10.91,160,57.55,0,16.92,0.2,"6,003.00","3,915.00",1.76,"3,913.24"
18026-00004409-Tealium Inc,"18026-00004409-Tealium-Phone Confirmation-29938-0212_09A-3714,3719",Explore The Benefits Of A Customer Data Platform & Why You Need One With Tealium,207,0,0,"19,212","2,533",13.18,"1,441",56.89,0,11.13,0.09,"6,003.00","3,915.00",13.26,"3,901.74"
18026-00004409-Tealium Inc,18026-00004409-Tealium-Phone Confirmation-29933-0213_04A-3738,Learn How GDPR Affects You & How Your Consumers Expect Their Data To Be Used With Tealium,207,0,0,"61,791","4,082",6.61,729,17.86,0,14.21,0.09,"6,003.00","3,915.00",42.64,"3,872.36"
18026-00004409-Tealium Inc,"18026-00004409-Tealium-Phone Confirmation-29933-0214A-3750,3749",Learn How The New Data Regulations Affect You & How Your Consumers Expect Their Data To Be Used With Tealium,207,0,0,"376,009","18,146",4.83,"5,846",32.22,0,3.69,0.02,"6,003.00","3,915.00",259.45,"3,655.55"
18026-00004409-Tealium Inc,18026-00004409-Tealium-Phone Confirmation-29933-0215_05A-3782,Learn How The New Data Regulations Affect You & How Your Consumers Expect Their Data To Be Used With Tealium,207,0,0,"12,800",440,3.44,100,22.73,0,12.98,0,"6,003.00","3,915.00",8.83,"3,906.17"
18026-00004409-Tealium Inc,18026-00004409-Tealium-Phone Confirmation-29939-0219_04A-3798,Discover How to Save Time and Money While Improving Site Performance With Tealium IQ,207,0,0,"19,761",442,2.24,151,34.16,0,9.54,0.07,"6,003.00","3,915.00",13.64,"3,901.36"
18026-00004409-Tealium Inc,18026-00004409-Tealium-Phone Confirmation-29945-0221_07A-3815,Discover The Key Tactics You Should Apply When Choosing A Customer Data Platform with Tealium,207,0,0,"20,821",329,1.58,83,25.23,0,11.84,0,"6,003.00","3,915.00",14.37,"3,900.63"
18026-00004409-Tealium Inc,18026-00004409-Tealium-Phone Confirmation-29938-0225_07A-3842,Explore The Benefits Of A Customer Data Platform & Why You Need One With Tealium,207,0,0,"17,798",407,2.29,82,20.15,0,6,0.02,"6,003.00","3,915.00",12.28,"3,902.72"
18026-00004409-Tealium Inc,18026-00004409-Tealium-Phone Confirmation-29938-0225_07BA-3844,Explore The Benefits Of A Customer Data Platform & Why You Need One With Tealium,207,0,0,"7,324",229,3.13,33,14.41,0,8.98,0,"6,003.00","3,915.00",5.05,"3,909.95"
18026-00004409-Tealium Inc,18026-00004409-Tealium-Phone Confirmation-29933-0227_12A-3867,Learn How The New Data Regulations Affect You & How Your Consumers Expect Their Data To Be Used With Tealium,207,0,0,"20,399",306,1.5,52,16.99,0,4.88,0.02,"6,003.00","3,915.00",14.08,"3,900.92"
18026-00004409-Tealium Inc,"18026-00004409-Tealium-Phone Confirmation-29939-0301_02A-3905,3902",Discover How to Save Time and Money While Improving Site Performance With Tealium IQ,207,0,0,"147,058","3,009",2.05,916,30.44,0,12.18,0.02,"6,003.00","3,915.00",101.47,"3,813.53"
18026-00004409-Tealium Inc,18026-00004409-Tealium-Phone Confirmation-29939-0305_02A-3931,Discover How to Save Time and Money While Improving Site Performance With Tealium IQ,207,0,0,"112,565","5,693",5.06,"5,335",93.71,0,0.97,0.01,"6,003.00","3,915.00",77.67,"3,837.33"
18036-00004411-IBM,"18036-00004411-IBM-Phone Confirmation-28576-0211_01A-3701,3697",How to Ensure Data Privacy and Security Under GDPR,115,0,0,"31,019","1,372",4.42,998,72.74,0,3.7,0.05,"4,099.75","1,568.60",21.4,"1,547.20"
18036-00004411-IBM,"18036-00004411-IBM-Phone Confirmation-28576-0215_04A-3766,3771",How to Ensure Data Privacy and Security Under GDPR,115,0,0,"151,516","2,329",1.54,"1,375",59.04,0,1.79,0,"4,099.75","1,568.60",104.55,"1,464.05"
18041-00004415-Eaton,18041-00004415-Eaton-Phone Confirmation-30486-0315_13A-4054,Explore Eaton's Fundamentals Handbook on UPS and Power Management Today!,"1,178",0,0,"50,738","2,855",5.63,736,25.78,0.02,2.67,0,"17,670.00","6,510.00",35.01,"6,474.99"
18041-00004415-Eaton,18041-00004415-Eaton-Phone Confirmation-30486-30486A-4069,Explore Eaton's Fundamentals Handbook on UPS and Power Management Today!,"1,178",0,0,"74,355","4,068",5.47,"1,415",34.78,0.01,4.04,0,"17,670.00","6,510.00",51.3,"6,458.70"
18041-00004415-Eaton,18041-00004415-Eaton-Phone Confirmation-30486-0320_04A-4096,Explore Eaton's Fundamentals Handbook on UPS and Power Management Today!,"1,178",0,0,"197,842","8,820",4.46,"2,076",23.54,0,16.77,0,"17,670.00","6,510.00",136.51,"6,373.49"
18041-00004415-Eaton,18041-00004415-Eaton-Phone Confirmation-30486-0322_05A-4129,Explore Eaton's Fundamentals Handbook on UPS and Power Management Today!,"1,178",0,0,"156,450","6,625",4.23,"1,685",25.43,0,15.17,0,"17,670.00","6,510.00",107.95,"6,402.05"
18041-00004415-Eaton,18041-00004415-Eaton-Phone Confirmation-30486-0402_05A-4208,Explore Eaton's Fundamentals Handbook on UPS and Power Management Today!,"1,178",0,0,"54,891","4,192",7.64,"2,994",71.42,0,0.55,0,"17,670.00","6,510.00",37.87,"6,472.13"
18041-00004415-Eaton,18041-00004415-Eaton-Phone Confirmation-30486-0404_02A-4234,Explore Eaton's Fundamentals Handbook on UPS and Power Management Today!,"1,178",0,0,"46,689","1,270",2.72,484,38.11,0,3.05,0,"17,670.00","6,510.00",32.22,"6,477.78"
18041-00004415-Eaton,18041-00004415-Eaton-Phone Confirmation-30486-0407_04A-4250,Explore Eaton's Fundamentals Handbook on UPS and Power Management Today!,"1,178",0,0,"5,622",180,3.2,37,20.56,0.04,6.56,0,"17,670.00","6,510.00",3.88,"6,506.12"
18041-00004416-Eaton,18041-00004416-Eaton-Phone Confirmation-30486-0315_14A-4063,Explore Eaton's Fundamentals Handbook on UPS and Power Management Today!,492,0,0,"196,116","9,067",4.62,"7,380",81.39,0,3.52,0,"7,380.00","2,940.00",135.32,"2,804.68"
18041-00004416-Eaton,18041-00004416-Eaton-Phone Confirmation-30486-0318_05A-4070,Explore Eaton's Fundamentals Handbook on UPS and Power Management Today!,492,0,0,"104,817","4,906",4.68,"3,828",78.03,0,0.53,0,"7,380.00","2,940.00",72.32,"2,867.68"
18041-00004416-Eaton,18041-00004416-Eaton-Phone Confirmation-30486-0320_05A-4094,Explore Eaton's Fundamentals Handbook on UPS and Power Management Today!,492,0,0,"186,697","2,450",1.31,597,24.37,0,10.44,0.01,"7,380.00","2,940.00",128.82,"2,811.18"
18041-00004416-Eaton,18041-00004416-Eaton-Phone Confirmation-30486-0322_06A-4128,Explore Eaton's Fundamentals Handbook on UPS and Power Management Today!,492,0,0,"58,241",427,0.73,110,25.76,0,3.56,0,"7,380.00","2,940.00",40.19,"2,899.81"
18041-00004416-Eaton,18041-00004416-Eaton-Phone Confirmation-30486-0402_06A-4209,Explore Eaton's Fundamentals Handbook on UPS and Power Management Today!,492,0,0,"17,417",504,2.89,452,89.68,0,0.38,0,"7,380.00","2,940.00",12.02,"2,927.98"
18041-00004416-Eaton,18041-00004416-Eaton-Phone Confirmation-30486-0404_03A-4231,Explore Eaton's Fundamentals Handbook on UPS and Power Management Today!,492,0,0,"46,856",464,0.99,494,106.47,0,3.39,0,"7,380.00","2,940.00",32.33,"2,907.67"
18042-00004417-Jive,18042-00004417-Jive-Phone Confirmation-29460-0204A-3647,Searching For A Better Phone System? Look No Further Than The VoIP Hosted Phone System from Jive,"1,000",0,0,"53,052",909,1.71,435,47.85,0,34.59,0.07,"20,000.00","11,560.00",36.61,"11,523.39"
18042-00004417-Jive,18042-00004417-Jive-Phone Confirmation-29560-0207_08A-3676,Searching For A Better Phone System? Look No Further Than The VoIP Hosted Phone System,"1,000",0,0,"14,067",394,2.8,199,50.51,0,27.84,0.05,"20,000.00","11,560.00",9.71,"11,550.29"
18042-00004417-Jive,18042-00004417-Jive-Phone Confirmation-29460-0211_07A-3704,Searching For A Better Phone System? Look No Further Than The VoIP Hosted Phone System,"1,000",0,0,"4,497",281,6.25,222,79,0.02,64.51,0,"20,000.00","11,560.00",3.1,"11,556.90"
18042-00004417-Jive,18042-00004417-Jive-Phone Confirmation-29460-0212_20A-3732,Searching For A Better Phone System? Look No Further Than The VoIP Hosted Phone System,"1,000",0,0,0,0,0,1,0,0,0,0,"20,000.00","11,560.00",0,"11,560"
18042-00004417-Jive,18042-00004417-Jive-Phone Confirmation-29460-0212_20A-3732,Searching For A Better Phone System? Look No Further Than The VoIP Hosted Phone System,"1,000",0,0,"214,290","9,541",4.45,"6,189",64.87,0,34.97,0.13,"20,000.00","11,560.00",147.86,"11,412.14"
18042-00004417-Jive,"18042-00004417-Jive-Phone Confirmation-29460-0213_01A-3733,3739",Searching For A Better Phone System?,"1,000",0,0,"230,384","12,372",5.37,"9,632",77.85,0,31.95,0.05,"20,000.00","11,560.00",158.96,"11,401.04"
18042-00004417-Jive,"18042-00004417-Jive-Phone Confirmation-29460-0220_09A-3812,3809,3807",Searching For A Better Phone System? Look No Further Than The VoIP Hosted Phone System,"1,000",0,0,"152,219","4,182",2.75,"1,775",42.44,0,34.54,0,"20,000.00","11,560.00",105.03,"11,454.97"
18042-00004417-Jive,18042-00004417-Jive-Phone Confirmation-29460-0222_05A-3825,Searching For A Better Phone System? Look No Further Than The VoIP Hosted Phone System,"1,000",0,0,"26,703","1,442",5.4,301,20.87,0.01,19.69,0,"20,000.00","11,560.00",18.43,"11,541.57"
18042-00004417-Jive,18042-00004417-Jive-Phone Confirmation-29460-0227_16A-3878,Searching For A Better Phone System? Look No Further Than The VoIP Hosted Phone System,"1,000",0,0,"27,469","1,385",5.04,382,27.58,0.01,14.64,0,"20,000.00","11,560.00",18.95,"11,541.05"
18049-00004422-Dell EMC,18049-00004422-Dell-Phone Confirmation-30606-0307_11A-3986,"In an IT World, Data Protection is Everything, Learn about Dell EMCs Approach to Security",820,53,6.46,"40,638","2,467",6.07,"2,207",89.46,0,1.51,1.1,"42,640.00","11,024.00",28.04,"10,995.96"
18049-00004422-Dell EMC,18049-00004422-Dell-Phone Confirmation-30606-0309_01A-3999,"In an IT World, Data Protection is Everything, Learn about Dell EMCs Approach to Security",820,53,6.46,"40,733",880,2.16,755,85.8,0,0,0.22,"42,640.00","11,024.00",28.11,"10,995.89"
18049-00004422-Dell EMC,18049-00004422-Dell-Phone Confirmation-30606-0309_01A-3999,"In an IT World, Data Protection is Everything, Learn about Dell EMCs Approach to Security",820,53,6.46,"40,657",749,1.84,657,87.72,0,0.11,0.47,"42,640.00","11,024.00",28.05,"10,995.95"
18049-00004422-Dell EMC,18049-00004422-Dell-Phone Confirmation-30610-0311_03A-4007,See How You Can Get Cloud Disaster Recovery With Flexible Features Through Dell EMC TODAY,820,53,6.46,"41,706",828,1.99,476,57.49,0,1.54,0.62,"42,640.00","11,024.00",28.78,"10,995.22"
18049-00004422-Dell EMC,18049-00004422-Dell-Phone Confirmation-30608-0312_14A-4027,Check Out The Economic Value of Dell EMCs Back Up Appliance Solutions,820,53,6.46,"25,094",388,1.55,140,36.08,0,2.42,0.39,"42,640.00","11,024.00",17.31,"11,006.69"
18049-00004422-Dell EMC,18049-00004422-Dell-Phone Confirmation-30606-0314_11BA-4047,"In an IT World, Data Protection is Everything, Learn about Dell EMCs Approach to Security",820,53,6.46,"24,139",261,1.08,85,32.57,0,0.17,0.12,"42,640.00","11,024.00",16.66,"11,007.34"
18049-00004422-Dell EMC,18049-00004422-Dell-Phone Confirmation-30610-0318_02A-4066,See How You Can Get Cloud Disaster Recovery With Flexible Features Through Dell EMC TODAY,820,53,6.46,"51,952",383,0.74,55,14.36,0,0.16,0.14,"42,640.00","11,024.00",35.85,"10,988.15"
18049-00004422-Dell EMC,18049-00004422-Dell-Phone Confirmation-30608-0320_01A-4090,Check Out The Economic Value of Dell EMCs Back Up Appliance Solutions,820,53,6.46,"28,636",142,0.5,301,211.97,0,1.62,0.22,"42,640.00","11,024.00",19.76,"11,004.24"
18049-00004422-Dell EMC,18049-00004422-Dell-Phone Confirmation-30606-0322_02A-4125,"In an IT World, Data Protection is Everything, Learn about Dell EMCs Approach to Security",820,53,6.46,"26,180",182,0.7,46,25.27,0,5.38,0.17,"42,640.00","11,024.00",18.06,"11,005.94"
18049-00004422-Dell EMC,18049-00004422-Dell-Phone Confirmation-30610-0324_03A-4146,See How You Can Get Cloud Disaster Recovery With Flexible Features Through Dell EMC TODAY,820,53,6.46,"39,975",296,0.74,376,127.03,0,3.51,0.17,"42,640.00","11,024.00",27.58,"10,996.42"
18049-00004422-Dell EMC,18049-00004422-Dell-Phone Confirmation-30608-0326_10A-4167,Check Out The Economic Value of Dell EMCs Back Up Appliance Solutions,820,53,6.46,"30,954",223,0.72,284,127.35,0,0.11,0.19,"42,640.00","11,024.00",21.36,"11,002.64"
18049-00004422-Dell EMC,18049-00004422-Dell-Phone Confirmation-30606-0328_08A-4180,"In an IT World, Data Protection is Everything, Learn about Dell EMCs Approach to Security",820,53,6.46,"28,866",164,0.57,285,173.78,0,0.77,0.25,"42,640.00","11,024.00",19.92,"11,004.08"
18049-00004422-Dell EMC,18049-00004422-Dell-Phone Confirmation-30610-0331_13A-4197,See How You Can Get Cloud Disaster Recovery With Flexible Features Through Dell EMC TODAY,820,53,6.46,"45,010",207,0.46,462,223.19,0,0.14,0.19,"42,640.00","11,024.00",31.06,"10,992.94"
18049-00004422-Dell EMC,18049-00004422-Dell-Phone Confirmation-30608-0401_01A-4205,Check Out The Economic Value of Dell EMCs Back Up Appliance Solutions,820,53,6.46,"35,131",236,0.67,45,19.07,0,0.12,0.15,"42,640.00","11,024.00",24.24,"10,999.76"
18049-00004422-Dell EMC,18049-00004422-Dell-Phone Confirmation-30606-0402_13A-4220,"In an IT World, Data Protection is Everything, Learn about Dell EMCs Approach to Security",820,53,6.46,"39,225",176,0.45,8,4.55,0,0.09,0.08,"42,640.00","11,024.00",27.07,"10,996.93"
18052-00004462-AutomationAnywhere,18052-00004462-AutomationAnywhere-Phone Confirmation-30698-0322_10A-4131,Discover How Adding Cognitive Capabilities To Your RPA Can Help Business Succeed With Automation Anywhere,139,0,0,"53,181","1,574",2.96,465,29.54,0.01,10.46,0.01,"3,475.00","1,825.00",36.69,"1,788.31"
